workbook,sheet,series,day,value
ALL Tyknu-cpr LR data.xlsx,2 - Tyknu 40k 1-1,N Samples,0.0,3.0
ALL Tyknu-cpr LR data.xlsx,2 - Tyknu 40k 1-1,Mean Cells,0.0,66.5
ALL Tyknu-cpr LR data.xlsx,2 - Tyknu 40k 1-1,SD Cells,0.0,0.0
ALL Tyknu-cpr LR data.xlsx,2 - Tyknu 40k 1-1,SEM Cells,0.0,0.0
ALL Tyknu-cpr LR data.xlsx,2 - Tyknu 40k 1-1,N Samples,1.0,3.0
ALL Tyknu-cpr LR data.xlsx,2 - Tyknu 40k 1-1,Mean Cells,1.0,117.80205000000001
ALL Tyknu-cpr LR data.xlsx,2 - Tyknu 40k 1-1,SD Cells,1.0,66.65261573222386
ALL Tyknu-cpr LR data.xlsx,2 - Tyknu 40k 1-1,SEM Cells,1.0,38.481905635192135
ALL Tyknu-cpr LR data.xlsx,2 - Tyknu 40k 1-1,N Samples,2.0,3.0
ALL Tyknu-cpr LR data.xlsx,2 - Tyknu 40k 1-1,Mean Cells,2.0,69.2237
ALL Tyknu-cpr LR data.xlsx,2 - Tyknu 40k 1-1,SD Cells,2.0,9.890430051019033
ALL Tyknu-cpr LR data.xlsx,2 - Tyknu 40k 1-1,SEM Cells,2.0,5.7102424523570035
ALL Tyknu-cpr LR data.xlsx,2 - Tyknu 40k 1-1,N Samples,3.0,3.0
ALL Tyknu-cpr LR data.xlsx,2 - Tyknu 40k 1-1,Mean Cells,3.0,114.40340333333332
ALL Tyknu-cpr LR data.xlsx,2 - Tyknu 40k 1-1,SD Cells,3.0,26.22846932994834
ALL Tyknu-cpr LR data.xlsx,2 - Tyknu 40k 1-1,SEM Cells,3.0,15.143013828077518
ALL Tyknu-cpr LR data.xlsx,2 - Tyknu 40k 1-1,N Samples,4.0,3.0
ALL Tyknu-cpr LR data.xlsx,2 - Tyknu 40k 1-1,Mean Cells,4.0,87.92987333333333
ALL Tyknu-cpr LR data.xlsx,2 - Tyknu 40k 1-1,SD Cells,4.0,50.275874328016734
ALL Tyknu-cpr LR data.xlsx,2 - Tyknu 40k 1-1,SEM Cells,4.0,29.026789577024257
ALL Tyknu-cpr LR data.xlsx,2 - Tyknu 40k 1-1,N Samples,5.0,3.0
ALL Tyknu-cpr LR data.xlsx,2 - Tyknu 40k 1-1,Mean Cells,5.0,207.81503666666666
ALL Tyknu-cpr LR data.xlsx,2 - Tyknu 40k 1-1,SD Cells,5.0,222.7535048727567
ALL Tyknu-cpr LR data.xlsx,2 - Tyknu 40k 1-1,SEM Cells,5.0,128.6067960012187
ALL Tyknu-cpr LR data.xlsx,2 - Tyknu 40k 1-1,N Samples,6.0,3.0
ALL Tyknu-cpr LR data.xlsx,2 - Tyknu 40k 1-1,Mean Cells,6.0,99.38397333333334
ALL Tyknu-cpr LR data.xlsx,2 - Tyknu 40k 1-1,SD Cells,6.0,44.807062895219225
ALL Tyknu-cpr LR data.xlsx,2 - Tyknu 40k 1-1,SEM Cells,6.0,25.869369824151313
ALL Tyknu-cpr LR data.xlsx,2 - Tyknu 40k 1-1,N Samples,7.0,3.0
ALL Tyknu-cpr LR data.xlsx,2 - Tyknu 40k 1-1,Mean Cells,7.0,837.8546333333334
ALL Tyknu-cpr LR data.xlsx,2 - Tyknu 40k 1-1,SD Cells,7.0,837.5351193615245
ALL Tyknu-cpr LR data.xlsx,2 - Tyknu 40k 1-1,SEM Cells,7.0,483.55112661914154
ALL Tyknu-cpr LR data.xlsx,2 - Tyknu 40k 1-1,N Samples,8.0,3.0
ALL Tyknu-cpr LR data.xlsx,2 - Tyknu 40k 1-1,Mean Cells,8.0,249.8456833333333
ALL Tyknu-cpr LR data.xlsx,2 - Tyknu 40k 1-1,SD Cells,8.0,372.9956928804686
ALL Tyknu-cpr LR data.xlsx,2 - Tyknu 40k 1-1,SEM Cells,8.0,215.34916369110954
ALL Tyknu-cpr LR data.xlsx,2 - Tyknu 40k 1-1,N Samples,9.0,3.0
ALL Tyknu-cpr LR data.xlsx,2 - Tyknu 40k 1-1,Mean Cells,9.0,118.76813333333335
ALL Tyknu-cpr LR data.xlsx,2 - Tyknu 40k 1-1,SD Cells,9.0,139.5338357537563
ALL Tyknu-cpr LR data.xlsx,2 - Tyknu 40k 1-1,SEM Cells,9.0,80.55989763349224
ALL Tyknu-cpr LR data.xlsx,2 - Tyknu 40k 1-1,N Samples,10.0,3.0
ALL Tyknu-cpr LR data.xlsx,2 - Tyknu 40k 1-1,Mean Cells,10.0,385.56239999999997
ALL Tyknu-cpr LR data.xlsx,2 - Tyknu 40k 1-1,SD Cells,10.0,211.7084655180326
ALL Tyknu-cpr LR data.xlsx,2 - Tyknu 40k 1-1,SEM Cells,10.0,122.22993955655873
ALL Tyknu-cpr LR data.xlsx,2 - Tyknu-cpr 40k 1-1,N Samples,0.0,3.0
ALL Tyknu-cpr LR data.xlsx,2 - Tyknu-cpr 40k 1-1,Mean Cells,0.0,66.5
ALL Tyknu-cpr LR data.xlsx,2 - Tyknu-cpr 40k 1-1,SD Cells,0.0,0.0
ALL Tyknu-cpr LR data.xlsx,2 - Tyknu-cpr 40k 1-1,SEM Cells,0.0,0.0
ALL Tyknu-cpr LR data.xlsx,2 - Tyknu-cpr 40k 1-1,N Samples,1.0,3.0
ALL Tyknu-cpr LR data.xlsx,2 - Tyknu-cpr 40k 1-1,Mean Cells,1.0,34.36354
ALL Tyknu-cpr LR data.xlsx,2 - Tyknu-cpr 40k 1-1,SD Cells,1.0,5.088389798904931
ALL Tyknu-cpr LR data.xlsx,2 - Tyknu-cpr 40k 1-1,SEM Cells,1.0,2.9377832201395075
ALL Tyknu-cpr LR data.xlsx,2 - Tyknu-cpr 40k 1-1,N Samples,2.0,3.0
ALL Tyknu-cpr LR data.xlsx,2 - Tyknu-cpr 40k 1-1,Mean Cells,2.0,30.197203333333334
ALL Tyknu-cpr LR data.xlsx,2 - Tyknu-cpr 40k 1-1,SD Cells,2.0,8.33768237872093
ALL Tyknu-cpr LR data.xlsx,2 - Tyknu-cpr 40k 1-1,SEM Cells,2.0,4.813763165772128
ALL Tyknu-cpr LR data.xlsx,2 - Tyknu-cpr 40k 1-1,N Samples,3.0,3.0
ALL Tyknu-cpr LR data.xlsx,2 - Tyknu-cpr 40k 1-1,Mean Cells,3.0,27.32285
ALL Tyknu-cpr LR data.xlsx,2 - Tyknu-cpr 40k 1-1,SD Cells,3.0,6.178602540599286
ALL Tyknu-cpr LR data.xlsx,2 - Tyknu-cpr 40k 1-1,SEM Cells,3.0,3.5672178400307035
ALL Tyknu-cpr LR data.xlsx,2 - Tyknu-cpr 40k 1-1,N Samples,4.0,3.0
ALL Tyknu-cpr LR data.xlsx,2 - Tyknu-cpr 40k 1-1,Mean Cells,4.0,10.595590666666666
ALL Tyknu-cpr LR data.xlsx,2 - Tyknu-cpr 40k 1-1,SD Cells,4.0,1.208124907863974
ALL Tyknu-cpr LR data.xlsx,2 - Tyknu-cpr 40k 1-1,SEM Cells,4.0,0.6975112407699572
ALL Tyknu-cpr LR data.xlsx,2 - Tyknu-cpr 40k 1-1,N Samples,5.0,3.0
ALL Tyknu-cpr LR data.xlsx,2 - Tyknu-cpr 40k 1-1,Mean Cells,5.0,9.122554
ALL Tyknu-cpr LR data.xlsx,2 - Tyknu-cpr 40k 1-1,SD Cells,5.0,0.75688967026311
ALL Tyknu-cpr LR data.xlsx,2 - Tyknu-cpr 40k 1-1,SEM Cells,5.0,0.4369904548732537
ALL Tyknu-cpr LR data.xlsx,2 - Tyknu-cpr 40k 1-1,N Samples,6.0,3.0
ALL Tyknu-cpr LR data.xlsx,2 - Tyknu-cpr 40k 1-1,Mean Cells,6.0,6.178012333333332
ALL Tyknu-cpr LR data.xlsx,2 - Tyknu-cpr 40k 1-1,SD Cells,6.0,0.7835713665725325
ALL Tyknu-cpr LR data.xlsx,2 - Tyknu-cpr 40k 1-1,SEM Cells,6.0,0.4523951394199346
ALL Tyknu-cpr LR data.xlsx,2 - Tyknu-cpr 40k 1-1,N Samples,7.0,3.0
ALL Tyknu-cpr LR data.xlsx,2 - Tyknu-cpr 40k 1-1,Mean Cells,7.0,9.532682999999999
ALL Tyknu-cpr LR data.xlsx,2 - Tyknu-cpr 40k 1-1,SD Cells,7.0,1.379428602478952
ALL Tyknu-cpr LR data.xlsx,2 - Tyknu-cpr 40k 1-1,SEM Cells,7.0,0.7964134749690922
ALL Tyknu-cpr LR data.xlsx,2 - Tyknu-cpr 40k 1-1,N Samples,8.0,3.0
ALL Tyknu-cpr LR data.xlsx,2 - Tyknu-cpr 40k 1-1,Mean Cells,8.0,1.9834699999999998
ALL Tyknu-cpr LR data.xlsx,2 - Tyknu-cpr 40k 1-1,SD Cells,8.0,0.5297198982717183
ALL Tyknu-cpr LR data.xlsx,2 - Tyknu-cpr 40k 1-1,SEM Cells,8.0,0.30583392586227776
ALL Tyknu-cpr LR data.xlsx,2 - Tyknu-cpr 40k 1-1,N Samples,9.0,3.0
ALL Tyknu-cpr LR data.xlsx,2 - Tyknu-cpr 40k 1-1,Mean Cells,9.0,2.5131253333333334
ALL Tyknu-cpr LR data.xlsx,2 - Tyknu-cpr 40k 1-1,SD Cells,9.0,0.5721933665923884
ALL Tyknu-cpr LR data.xlsx,2 - Tyknu-cpr 40k 1-1,SEM Cells,9.0,0.33035599423063366
ALL Tyknu-cpr LR data.xlsx,2 - Tyknu-cpr 40k 1-1,N Samples,10.0,3.0
ALL Tyknu-cpr LR data.xlsx,2 - Tyknu-cpr 40k 1-1,Mean Cells,10.0,0.8826713333333333
ALL Tyknu-cpr LR data.xlsx,2 - Tyknu-cpr 40k 1-1,SD Cells,10.0,0.5133774402195069
ALL Tyknu-cpr LR data.xlsx,2 - Tyknu-cpr 40k 1-1,SEM Cells,10.0,0.29639860330661333
ALL Tyknu-cpr LR data.xlsx,2 - Tyknu 40k 3-1,N Samples,0.0,3.0
ALL Tyknu-cpr LR data.xlsx,2 - Tyknu 40k 3-1,Mean Cells,0.0,88.59999999999998
ALL Tyknu-cpr LR data.xlsx,2 - Tyknu 40k 3-1,SD Cells,0.0,0.0
ALL Tyknu-cpr LR data.xlsx,2 - Tyknu 40k 3-1,SEM Cells,0.0,0.0
ALL Tyknu-cpr LR data.xlsx,2 - Tyknu 40k 3-1,N Samples,1.0,3.0
ALL Tyknu-cpr LR data.xlsx,2 - Tyknu 40k 3-1,Mean Cells,1.0,168.92776666666666
ALL Tyknu-cpr LR data.xlsx,2 - Tyknu 40k 3-1,SD Cells,1.0,42.72574151601506
ALL Tyknu-cpr LR data.xlsx,2 - Tyknu 40k 3-1,SEM Cells,1.0,24.66771836559767
ALL Tyknu-cpr LR data.xlsx,2 - Tyknu 40k 3-1,N Samples,2.0,3.0
ALL Tyknu-cpr LR data.xlsx,2 - Tyknu 40k 3-1,Mean Cells,2.0,120.69723333333333
ALL Tyknu-cpr LR data.xlsx,2 - Tyknu 40k 3-1,SD Cells,2.0,14.868785368123794
ALL Tyknu-cpr LR data.xlsx,2 - Tyknu 40k 3-1,SEM Cells,2.0,8.584497234809042
ALL Tyknu-cpr LR data.xlsx,2 - Tyknu 40k 3-1,N Samples,3.0,3.0
ALL Tyknu-cpr LR data.xlsx,2 - Tyknu 40k 3-1,Mean Cells,3.0,196.9949
ALL Tyknu-cpr LR data.xlsx,2 - Tyknu 40k 3-1,SD Cells,3.0,28.34988381475309
ALL Tyknu-cpr LR data.xlsx,2 - Tyknu 40k 3-1,SEM Cells,3.0,16.36781305194231
ALL Tyknu-cpr LR data.xlsx,2 - Tyknu 40k 3-1,N Samples,4.0,3.0
ALL Tyknu-cpr LR data.xlsx,2 - Tyknu 40k 3-1,Mean Cells,4.0,101.48562666666668
ALL Tyknu-cpr LR data.xlsx,2 - Tyknu 40k 3-1,SD Cells,4.0,10.996074264578851
ALL Tyknu-cpr LR data.xlsx,2 - Tyknu 40k 3-1,SEM Cells,4.0,6.348586436683717
ALL Tyknu-cpr LR data.xlsx,2 - Tyknu 40k 3-1,N Samples,5.0,3.0
ALL Tyknu-cpr LR data.xlsx,2 - Tyknu 40k 3-1,Mean Cells,5.0,136.54940000000002
ALL Tyknu-cpr LR data.xlsx,2 - Tyknu 40k 3-1,SD Cells,5.0,15.700268179556675
ALL Tyknu-cpr LR data.xlsx,2 - Tyknu 40k 3-1,SEM Cells,5.0,9.064554059816363
ALL Tyknu-cpr LR data.xlsx,2 - Tyknu 40k 3-1,N Samples,6.0,3.0
ALL Tyknu-cpr LR data.xlsx,2 - Tyknu 40k 3-1,Mean Cells,6.0,78.64559333333334
ALL Tyknu-cpr LR data.xlsx,2 - Tyknu 40k 3-1,SD Cells,6.0,25.973546188170644
ALL Tyknu-cpr LR data.xlsx,2 - Tyknu 40k 3-1,SEM Cells,6.0,14.995833883549501
ALL Tyknu-cpr LR data.xlsx,2 - Tyknu 40k 3-1,N Samples,7.0,3.0
ALL Tyknu-cpr LR data.xlsx,2 - Tyknu 40k 3-1,Mean Cells,7.0,181.21896666666666
ALL Tyknu-cpr LR data.xlsx,2 - Tyknu 40k 3-1,SD Cells,7.0,24.148173685257095
ALL Tyknu-cpr LR data.xlsx,2 - Tyknu 40k 3-1,SEM Cells,7.0,13.941954577621022
ALL Tyknu-cpr LR data.xlsx,2 - Tyknu 40k 3-1,N Samples,8.0,3.0
ALL Tyknu-cpr LR data.xlsx,2 - Tyknu 40k 3-1,Mean Cells,8.0,32.05388666666667
ALL Tyknu-cpr LR data.xlsx,2 - Tyknu 40k 3-1,SD Cells,8.0,7.347847541112499
ALL Tyknu-cpr LR data.xlsx,2 - Tyknu 40k 3-1,SEM Cells,8.0,4.242281755825631
ALL Tyknu-cpr LR data.xlsx,2 - Tyknu 40k 3-1,N Samples,9.0,3.0
ALL Tyknu-cpr LR data.xlsx,2 - Tyknu 40k 3-1,Mean Cells,9.0,51.76432333333333
ALL Tyknu-cpr LR data.xlsx,2 - Tyknu 40k 3-1,SD Cells,9.0,13.412199919317239
ALL Tyknu-cpr LR data.xlsx,2 - Tyknu 40k 3-1,SEM Cells,9.0,7.743537233842885
ALL Tyknu-cpr LR data.xlsx,2 - Tyknu 40k 3-1,N Samples,10.0,3.0
ALL Tyknu-cpr LR data.xlsx,2 - Tyknu 40k 3-1,Mean Cells,10.0,25.730990000000002
ALL Tyknu-cpr LR data.xlsx,2 - Tyknu 40k 3-1,SD Cells,10.0,13.720932116846146
ALL Tyknu-cpr LR data.xlsx,2 - Tyknu 40k 3-1,SEM Cells,10.0,7.921783851193704
ALL Tyknu-cpr LR data.xlsx,2 - Tyknu-cpr 40k 3-1,N Samples,0.0,3.0
ALL Tyknu-cpr LR data.xlsx,2 - Tyknu-cpr 40k 3-1,Mean Cells,0.0,44.29999999999999
ALL Tyknu-cpr LR data.xlsx,2 - Tyknu-cpr 40k 3-1,SD Cells,0.0,0.0
ALL Tyknu-cpr LR data.xlsx,2 - Tyknu-cpr 40k 3-1,SEM Cells,0.0,0.0
ALL Tyknu-cpr LR data.xlsx,2 - Tyknu-cpr 40k 3-1,N Samples,1.0,3.0
ALL Tyknu-cpr LR data.xlsx,2 - Tyknu-cpr 40k 3-1,Mean Cells,1.0,18.812173333333334
ALL Tyknu-cpr LR data.xlsx,2 - Tyknu-cpr 40k 3-1,SD Cells,1.0,8.264629979765171
ALL Tyknu-cpr LR data.xlsx,2 - Tyknu-cpr 40k 3-1,SEM Cells,1.0,4.771586343570073
ALL Tyknu-cpr LR data.xlsx,2 - Tyknu-cpr 40k 3-1,N Samples,2.0,3.0
ALL Tyknu-cpr LR data.xlsx,2 - Tyknu-cpr 40k 3-1,Mean Cells,2.0,14.168076666666666
ALL Tyknu-cpr LR data.xlsx,2 - Tyknu-cpr 40k 3-1,SD Cells,2.0,1.06215980814251
ALL Tyknu-cpr LR data.xlsx,2 - Tyknu-cpr 40k 3-1,SEM Cells,2.0,0.6132382511534795
ALL Tyknu-cpr LR data.xlsx,2 - Tyknu-cpr 40k 3-1,N Samples,3.0,3.0
ALL Tyknu-cpr LR data.xlsx,2 - Tyknu-cpr 40k 3-1,Mean Cells,3.0,11.818966333333334
ALL Tyknu-cpr LR data.xlsx,2 - Tyknu-cpr 40k 3-1,SD Cells,3.0,3.3050216114256066
ALL Tyknu-cpr LR data.xlsx,2 - Tyknu-cpr 40k 3-1,SEM Cells,3.0,1.908155117034105
ALL Tyknu-cpr LR data.xlsx,2 - Tyknu-cpr 40k 3-1,N Samples,4.0,3.0
ALL Tyknu-cpr LR data.xlsx,2 - Tyknu-cpr 40k 3-1,Mean Cells,4.0,5.127435333333334
ALL Tyknu-cpr LR data.xlsx,2 - Tyknu-cpr 40k 3-1,SD Cells,4.0,1.0898685853718
ALL Tyknu-cpr LR data.xlsx,2 - Tyknu-cpr 40k 3-1,SEM Cells,4.0,0.6292359211457254
ALL Tyknu-cpr LR data.xlsx,2 - Tyknu-cpr 40k 3-1,N Samples,5.0,3.0
ALL Tyknu-cpr LR data.xlsx,2 - Tyknu-cpr 40k 3-1,Mean Cells,5.0,5.211951
ALL Tyknu-cpr LR data.xlsx,2 - Tyknu-cpr 40k 3-1,SD Cells,5.0,1.254118544694639
ALL Tyknu-cpr LR data.xlsx,2 - Tyknu-cpr 40k 3-1,SEM Cells,5.0,0.7240656793751515
ALL Tyknu-cpr LR data.xlsx,2 - Tyknu-cpr 40k 3-1,N Samples,6.0,3.0
ALL Tyknu-cpr LR data.xlsx,2 - Tyknu-cpr 40k 3-1,Mean Cells,6.0,2.179698333333333
ALL Tyknu-cpr LR data.xlsx,2 - Tyknu-cpr 40k 3-1,SD Cells,6.0,1.0177506660397402
ALL Tyknu-cpr LR data.xlsx,2 - Tyknu-cpr 40k 3-1,SEM Cells,6.0,0.5875986210059649
ALL Tyknu-cpr LR data.xlsx,2 - Tyknu-cpr 40k 3-1,N Samples,7.0,3.0
ALL Tyknu-cpr LR data.xlsx,2 - Tyknu-cpr 40k 3-1,Mean Cells,7.0,2.5457373333333333
ALL Tyknu-cpr LR data.xlsx,2 - Tyknu-cpr 40k 3-1,SD Cells,7.0,0.6838728069110034
ALL Tyknu-cpr LR data.xlsx,2 - Tyknu-cpr 40k 3-1,SEM Cells,7.0,0.3948341491615328
ALL Tyknu-cpr LR data.xlsx,2 - Tyknu-cpr 40k 3-1,N Samples,8.0,3.0
ALL Tyknu-cpr LR data.xlsx,2 - Tyknu-cpr 40k 3-1,Mean Cells,8.0,1.1596786666666667
ALL Tyknu-cpr LR data.xlsx,2 - Tyknu-cpr 40k 3-1,SD Cells,8.0,0.784109813432617
ALL Tyknu-cpr LR data.xlsx,2 - Tyknu-cpr 40k 3-1,SEM Cells,8.0,0.4527060118595487
ALL Tyknu-cpr LR data.xlsx,2 - Tyknu-cpr 40k 3-1,N Samples,9.0,3.0
ALL Tyknu-cpr LR data.xlsx,2 - Tyknu-cpr 40k 3-1,Mean Cells,9.0,0.7716863333333334
ALL Tyknu-cpr LR data.xlsx,2 - Tyknu-cpr 40k 3-1,SD Cells,9.0,0.1980050246239556
ALL Tyknu-cpr LR data.xlsx,2 - Tyknu-cpr 40k 3-1,SEM Cells,9.0,0.11431825426753926
ALL Tyknu-cpr LR data.xlsx,2 - Tyknu-cpr 40k 3-1,N Samples,10.0,3.0
ALL Tyknu-cpr LR data.xlsx,2 - Tyknu-cpr 40k 3-1,Mean Cells,10.0,0.4003273333333333
ALL Tyknu-cpr LR data.xlsx,2 - Tyknu-cpr 40k 3-1,SD Cells,10.0,0.3441201715931999
ALL Tyknu-cpr LR data.xlsx,2 - Tyknu-cpr 40k 3-1,SEM Cells,10.0,0.19867787370291418
ce0_25S75R.xlsx,25Sensitive_Untreated,N Samples,0.0,3.0
ce0_25S75R.xlsx,25Sensitive_Untreated,Mean Cells,0.0,24.95
ce0_25S75R.xlsx,25Sensitive_Untreated,SD Cells,0.0,0.0
ce0_25S75R.xlsx,25Sensitive_Untreated,SEM Cells,0.0,0.0
ce0_25S75R.xlsx,25Sensitive_Untreated,N Samples,1.0,3.0
ce0_25S75R.xlsx,25Sensitive_Untreated,Mean Cells,1.0,13.087617666666668
ce0_25S75R.xlsx,25Sensitive_Untreated,SD Cells,1.0,7.481520224576435
ce0_25S75R.xlsx,25Sensitive_Untreated,SEM Cells,1.0,4.319457715606835
ce0_25S75R.xlsx,25Sensitive_Untreated,N Samples,2.0,3.0
ce0_25S75R.xlsx,25Sensitive_Untreated,Mean Cells,2.0,39.298923333333335
ce0_25S75R.xlsx,25Sensitive_Untreated,SD Cells,2.0,12.002979754483183
ce0_25S75R.xlsx,25Sensitive_Untreated,SEM Cells,2.0,6.929923592328494
ce0_25S75R.xlsx,25Sensitive_Untreated,N Samples,3.0,3.0
ce0_25S75R.xlsx,25Sensitive_Untreated,Mean Cells,3.0,123.18034333333333
ce0_25S75R.xlsx,25Sensitive_Untreated,SD Cells,3.0,40.9665690438757
ce0_25S75R.xlsx,25Sensitive_Untreated,SEM Cells,3.0,23.652059665257028
ce0_25S75R.xlsx,25Sensitive_Untreated,N Samples,4.0,3.0
ce0_25S75R.xlsx,25Sensitive_Untreated,Mean Cells,4.0,301.89056666666664
ce0_25S75R.xlsx,25Sensitive_Untreated,SD Cells,4.0,91.20406693707986
ce0_25S75R.xlsx,25Sensitive_Untreated,SEM Cells,4.0,52.656692597311704
ce0_25S75R.xlsx,25Sensitive_Untreated,N Samples,5.0,3.0
ce0_25S75R.xlsx,25Sensitive_Untreated,Mean Cells,5.0,791.3014666666667
ce0_25S75R.xlsx,25Sensitive_Untreated,SD Cells,5.0,175.65164064313018
ce0_25S75R.xlsx,25Sensitive_Untreated,SEM Cells,5.0,101.41252200891063
ce0_25S75R.xlsx,25Sensitive_Untreated,N Samples,6.0,3.0
ce0_25S75R.xlsx,25Sensitive_Untreated,Mean Cells,6.0,726.0503666666667
ce0_25S75R.xlsx,25Sensitive_Untreated,SD Cells,6.0,208.12054480580073
ce0_25S75R.xlsx,25Sensitive_Untreated,SEM Cells,6.0,120.15845256752063
ce0_25S75R.xlsx,25Sensitive_Untreated,N Samples,7.0,3.0
ce0_25S75R.xlsx,25Sensitive_Untreated,Mean Cells,7.0,1318.3615
ce0_25S75R.xlsx,25Sensitive_Untreated,SD Cells,7.0,377.50528419778476
ce0_25S75R.xlsx,25Sensitive_Untreated,SEM Cells,7.0,217.95277745209722
ce0_25S75R.xlsx,25Sensitive_Untreated,N Samples,8.0,3.0
ce0_25S75R.xlsx,25Sensitive_Untreated,Mean Cells,8.0,1513.7346666666665
ce0_25S75R.xlsx,25Sensitive_Untreated,SD Cells,8.0,279.9263861041574
ce0_25S75R.xlsx,25Sensitive_Untreated,SEM Cells,8.0,161.61557437051442
ce0_25S75R.xlsx,25Sensitive_Untreated,N Samples,9.0,3.0
ce0_25S75R.xlsx,25Sensitive_Untreated,Mean Cells,9.0,1434.7740000000001
ce0_25S75R.xlsx,25Sensitive_Untreated,SD Cells,9.0,261.17654270818383
ce0_25S75R.xlsx,25Sensitive_Untreated,SEM Cells,9.0,150.79034723858572
ce0_25S75R.xlsx,25Sensitive_Untreated,N Samples,10.0,3.0
ce0_25S75R.xlsx,25Sensitive_Untreated,Mean Cells,10.0,1640.7846666666665
ce0_25S75R.xlsx,25Sensitive_Untreated,SD Cells,10.0,110.35375985589859
ce0_25S75R.xlsx,25Sensitive_Untreated,SEM Cells,10.0,63.71277295889037
ce0_25S75R.xlsx,25Sensitive_Untreated,N Samples,11.0,3.0
ce0_25S75R.xlsx,25Sensitive_Untreated,Mean Cells,11.0,2289.899
ce0_25S75R.xlsx,25Sensitive_Untreated,SD Cells,11.0,228.9098434733638
ce0_25S75R.xlsx,25Sensitive_Untreated,SEM Cells,11.0,132.16115974950168
ce0_25S75R.xlsx,25Sensitive_Untreated,N Samples,12.0,3.0
ce0_25S75R.xlsx,25Sensitive_Untreated,Mean Cells,12.0,1768.0916666666665
ce0_25S75R.xlsx,25Sensitive_Untreated,SD Cells,12.0,350.48553171469734
ce0_25S75R.xlsx,25Sensitive_Untreated,SEM Cells,12.0,202.35291608254965
ce0_25S75R.xlsx,25Sensitive_Untreated,N Samples,13.0,3.0
ce0_25S75R.xlsx,25Sensitive_Untreated,Mean Cells,13.0,2427.369
ce0_25S75R.xlsx,25Sensitive_Untreated,SD Cells,13.0,153.78448104083833
ce0_25S75R.xlsx,25Sensitive_Untreated,SEM Cells,13.0,88.78751152611491
ce0_25S75R.xlsx,25Sensitive_Untreated,N Samples,14.0,3.0
ce0_25S75R.xlsx,25Sensitive_Untreated,Mean Cells,14.0,1996.911
ce0_25S75R.xlsx,25Sensitive_Untreated,SD Cells,14.0,16.649191091461507
ce0_25S75R.xlsx,25Sensitive_Untreated,SEM Cells,14.0,9.612414958444822
ce0_25S75R.xlsx,75Resistant_Untreated,N Samples,0.0,3.0
ce0_25S75R.xlsx,75Resistant_Untreated,Mean Cells,0.0,74.85
ce0_25S75R.xlsx,75Resistant_Untreated,SD Cells,0.0,0.0
ce0_25S75R.xlsx,75Resistant_Untreated,SEM Cells,0.0,0.0
ce0_25S75R.xlsx,75Resistant_Untreated,N Samples,1.0,3.0
ce0_25S75R.xlsx,75Resistant_Untreated,Mean Cells,1.0,61.047336666666666
ce0_25S75R.xlsx,75Resistant_Untreated,SD Cells,1.0,17.621664710691576
ce0_25S75R.xlsx,75Resistant_Untreated,SEM Cells,1.0,10.17387286428711
ce0_25S75R.xlsx,75Resistant_Untreated,N Samples,2.0,3.0
ce0_25S75R.xlsx,75Resistant_Untreated,Mean Cells,2.0,103.61651
ce0_25S75R.xlsx,75Resistant_Untreated,SD Cells,2.0,24.01218015296199
ce0_25S75R.xlsx,75Resistant_Untreated,SEM Cells,2.0,13.863438675142394
ce0_25S75R.xlsx,75Resistant_Untreated,N Samples,3.0,3.0
ce0_25S75R.xlsx,75Resistant_Untreated,Mean Cells,3.0,178.24300000000002
ce0_25S75R.xlsx,75Resistant_Untreated,SD Cells,3.0,50.19096225048883
ce0_25S75R.xlsx,75Resistant_Untreated,SEM Cells,3.0,28.977765566206074
ce0_25S75R.xlsx,75Resistant_Untreated,N Samples,4.0,3.0
ce0_25S75R.xlsx,75Resistant_Untreated,Mean Cells,4.0,362.32986666666665
ce0_25S75R.xlsx,75Resistant_Untreated,SD Cells,4.0,70.00890905380095
ce0_25S75R.xlsx,75Resistant_Untreated,SEM Cells,4.0,40.41966248788401
ce0_25S75R.xlsx,75Resistant_Untreated,N Samples,5.0,3.0
ce0_25S75R.xlsx,75Resistant_Untreated,Mean Cells,5.0,757.4355999999999
ce0_25S75R.xlsx,75Resistant_Untreated,SD Cells,5.0,141.38952918331722
ce0_25S75R.xlsx,75Resistant_Untreated,SEM Cells,5.0,81.63128273458265
ce0_25S75R.xlsx,75Resistant_Untreated,N Samples,6.0,3.0
ce0_25S75R.xlsx,75Resistant_Untreated,Mean Cells,6.0,1086.1088666666667
ce0_25S75R.xlsx,75Resistant_Untreated,SD Cells,6.0,116.49332954746092
ce0_25S75R.xlsx,75Resistant_Untreated,SEM Cells,6.0,67.25745517302235
ce0_25S75R.xlsx,75Resistant_Untreated,N Samples,7.0,3.0
ce0_25S75R.xlsx,75Resistant_Untreated,Mean Cells,7.0,1566.3503333333335
ce0_25S75R.xlsx,75Resistant_Untreated,SD Cells,7.0,168.363234087295
ce0_25S75R.xlsx,75Resistant_Untreated,SEM Cells,7.0,97.20455852193575
ce0_25S75R.xlsx,75Resistant_Untreated,N Samples,8.0,3.0
ce0_25S75R.xlsx,75Resistant_Untreated,Mean Cells,8.0,1943.8999999999999
ce0_25S75R.xlsx,75Resistant_Untreated,SD Cells,8.0,139.24271706987048
ce0_25S75R.xlsx,75Resistant_Untreated,SEM Cells,8.0,80.39182018298463
