Image,Area µm^2,Confluency %,Perimeter µm,
25-75_co-cultureA2780_15and20_Day2_FITC_Tile-2_C3.tif,9901.2,1.561835175,4591.1,
25-75_co-cultureA2780_15and20_Day2_FITC_Tile-2_C6.tif,12238.5,1.930525571,6427.9,
25-75_co-cultureA2780_15and20_Day2_FITC_Tile-3_A3.tif,13267.3,2.092810549,5420.6,
25-75_co-cultureA2780_15and20_Day2_FITC_Tile-3_A6.tif,12706.6,2.004364605,5685.2,
25-75_co-cultureA2780_15and20_Day2_FITC_Tile-3_B3.tif,10327.2,1.62903327,4884.2,
25-75_co-cultureA2780_15and20_Day2_FITC_Tile-3_B6.tif,12653.5,1.995988505,6087.9,
25-75_co-cultureA2780_15and20_Day2_FITC_Tile-3_C3.tif,6693.4,1.05583036,3088.7,
25-75_co-cultureA2780_15and20_Day2_FITC_Tile-3_C6.tif,9567.7,1.509228215,4865.7,
25-75_co-cultureA2780_15and20_Day2_FITC_Tile-4_A3.tif,13512.2,2.131441567,6721,
25-75_co-cultureA2780_15and20_Day2_FITC_Tile-4_A6.tif,12761.3,2.012993093,6806.3,
25-75_co-cultureA2780_15and20_Day2_FITC_Tile-4_B3.tif,7826.4,1.234552055,3785.9,
25-75_co-cultureA2780_15and20_Day2_FITC_Tile-4_B6.tif,5052.8,0.797038821,2467,
25-75_co-cultureA2780_15and20_Day2_FITC_Tile-4_C3.tif,8384.6,1.322603645,3935.3,
25-75_co-cultureA2780_15and20_Day2_FITC_Tile-4_C6.tif,7670,1.209881205,4733.4,
25-75_co-cultureA2780_15and20_Day2_FITC_Tile-5_A3.tif,8892.1,1.402657714,4209.9,
25-75_co-cultureA2780_15and20_Day2_FITC_Tile-5_A6.tif,18096.5,2.854578257,8307.3,
25-75_co-cultureA2780_15and20_Day2_FITC_Tile-5_B3.tif,11171.8,1.762262171,4956.8,
25-75_co-cultureA2780_15and20_Day2_FITC_Tile-5_B6.tif,10470.4,1.651621926,4998,
25-75_co-cultureA2780_15and20_Day2_FITC_Tile-5_C3.tif,7535.9,1.188728002,3633.6,
25-75_co-cultureA2780_15and20_Day2_FITC_Tile-5_C6.tif,8276.3,1.305520185,3727.5,
25-75_co-cultureA2780_15and20_Day3_FITC_Tile-0_A3.tif,11834.7,1.866829348,5493.2,2.48305902
